date,factor_code,factor_name,factor_group,factor_polarity,factor_score,coverage_ratio,breadth_score,confidence,factor_state,interpretation
2007-05-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,60.046763,0.7,0.200935,36.439281,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,58.033655,0.7,0.160673,34.74827,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,59.957082,0.7,0.199142,36.363949,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,58.249623,0.7,0.164992,34.929683,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,50.159311,0.7,0.082564,31.467679,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,36.948812,0.7,0.261024,38.962998,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,47.966279,0.7,0.116996,32.913827,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,59.891279,0.7,0.197826,36.308675,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,62.908192,0.7,0.258164,38.842881,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-05-31,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,57.898424,0.7,0.157968,34.634677,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,58.262882,0.7,0.165258,34.940821,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,57.376356,0.7,0.147527,34.196139,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,49.500464,0.7,0.053897,30.263664,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,44.316533,0.7,0.113669,32.774112,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,23.544881,0.7,0.529102,50.2223,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,49.469889,0.7,0.069252,30.90857,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,38.392247,0.7,0.232155,37.750512,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,32.582159,0.7,0.348357,42.630986,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.405271,0.7,0.121873,33.118687,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.461675,0.7,0.097003,32.07411,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,54.29523,0.7,0.086184,31.619722,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,47.049821,0.7,0.128748,33.407396,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.897935,0.7,0.081369,31.417499,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,39.179712,0.7,0.216406,37.089042,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.621614,0.7,0.113567,32.769806,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.83227,0.7,0.147137,34.179767,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,37.155348,0.7,0.259229,38.88762,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,26.654146,0.7,0.466917,47.610517,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,30.270946,0.7,0.394581,44.572406,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,30.112044,0.7,0.397759,44.705883,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-06-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,25.72787,0.7,0.485443,48.388589,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,33.896812,0.7,0.322064,41.526678,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,41.422704,0.7,0.189373,35.953661,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,51.813631,0.7,0.135544,33.692865,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,71.902118,0.7,0.438042,46.397779,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,62.357483,0.7,0.24715,38.380286,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,54.713316,0.7,0.218655,37.18349,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,65.551171,0.7,0.311023,41.062984,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,70.568777,0.7,0.411376,45.277772,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,70.880431,0.7,0.417609,45.539562,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,63.580038,0.7,0.291891,40.259419,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,65.65799,0.7,0.325982,41.69123,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,60.645537,0.7,0.273813,39.500164,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,74.557187,0.7,0.491144,48.628037,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,58.385252,0.7,0.20546,36.629301,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,69.130073,0.7,0.382601,44.069262,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,61.629548,0.7,0.273351,39.480742,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,64.387917,0.7,0.287758,40.08585,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,39.481495,0.7,0.300645,40.627095,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.486402,0.7,0.630272,54.471423,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,29.973342,0.7,0.412799,45.337574,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-07-31,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,13.949503,0.7,0.72101,58.282417,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,15.462896,0.7,0.690742,57.011168,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.269054,0.7,0.634619,54.653995,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,6.383658,0.85,0.872327,78.488669,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,9.155967,0.85,0.816881,75.660914,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,23.88194,0.85,0.522361,60.640422,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,37.623777,0.85,0.247524,46.623747,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,11.119785,0.85,0.777604,73.657819,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,8.101842,0.85,0.837963,76.736122,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,8.671535,0.85,0.826569,76.155034,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,5.485273,0.85,0.890295,79.405022,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,8.62479,0.85,0.827504,76.202714,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,8.440132,0.85,0.831197,76.391066,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,13.889361,0.85,0.814502,75.539586,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,10.457202,0.85,0.809905,75.305144,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.964666,0.85,0.64558,66.924557,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,27.430868,0.85,0.648452,67.071075,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,38.64683,0.85,0.580005,63.580233,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,63.468313,0.85,0.303278,49.467194,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,48.47051,0.85,0.383531,53.56008,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,42.273118,0.85,0.507479,59.88142,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,53.799585,0.85,0.276949,48.124423,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,47.723281,0.85,0.398476,54.322254,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-08-31,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,74.421183,0.85,0.488424,58.909606,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,71.239808,0.85,0.424796,55.664604,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,59.087589,0.85,0.219422,45.190547,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.781854,0.85,0.38855,53.816061,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,54.816819,0.85,0.143681,41.327747,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,56.38912,0.85,0.220132,45.226737,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,68.423613,0.85,0.368472,52.792086,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,81.687019,0.85,0.63374,66.32076,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,91.39858,0.85,0.827972,76.226551,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,92.008511,0.85,0.84017,76.848681,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,77.745324,0.85,0.554906,62.300231,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,93.349776,0.85,0.866996,78.216772,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,92.050395,0.85,0.841008,76.891403,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,82.064955,0.85,0.641299,66.706254,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-21,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,85.66024,0.85,0.713205,70.373445,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,77.214543,0.85,0.544291,61.758834,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,81.092686,0.85,0.621854,65.714539,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,91.999268,0.85,0.839985,76.839253,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-27,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,84.459258,0.85,0.689185,69.148443,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-09-28,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,83.917018,0.85,0.67834,68.595359,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,84.50347,0.85,0.690069,69.19354,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,78.576791,0.85,0.571536,63.148326,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-03,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,77.789288,0.85,0.555786,62.345074,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-04,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,75.906432,0.85,0.518129,60.42456,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,90.155624,0.85,0.803112,74.958737,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,88.465651,0.85,0.769313,73.234964,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,85.012504,0.85,0.70025,69.712754,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-10,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,83.1763,0.85,0.663526,67.839826,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-11,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,79.567876,0.85,0.591358,64.159233,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,81.411408,0.85,0.628228,66.039636,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,81.212738,0.85,0.624255,65.836993,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,63.758281,0.85,0.275166,48.033447,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-17,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,58.794501,0.85,0.322593,50.452251,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-18,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,65.688717,0.85,0.315977,50.114813,ELEVATED,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,43.551986,0.85,0.228817,45.669674,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-22,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,45.354339,0.85,0.22841,45.648924,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-23,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,51.597211,0.85,0.195877,43.98971,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-24,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,47.677489,0.85,0.174282,42.888381,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-25,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,43.044704,0.85,0.176494,43.001212,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-26,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,50.163477,0.85,0.135373,40.904019,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-29,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,46.878114,0.85,0.159317,42.125167,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-30,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,41.147859,0.85,0.282587,48.41194,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-10-31,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,55.176454,0.85,0.136195,40.945935,NEUTRAL,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-01,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,39.173753,0.85,0.319602,50.299688,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-02,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,34.259511,0.85,0.3573,52.222313,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-05,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,29.34382,0.85,0.413124,55.069304,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-06,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,34.425408,0.85,0.325958,50.623861,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-07,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,21.688255,0.85,0.566235,62.87798,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-08,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,17.964683,0.85,0.640706,66.676024,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-09,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,12.220574,0.85,0.755589,72.535015,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-12,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,13.023739,0.85,0.739525,71.715786,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-13,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,24.906274,0.85,0.501875,59.5956,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-14,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,19.806606,0.85,0.603868,64.797262,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-15,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,16.253889,0.85,0.674922,68.421034,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-16,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,30.234107,0.85,0.395318,54.161211,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-19,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,22.833426,0.85,0.580363,63.5985,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
2007-11-20,growth_risk_appetite,Growth / Risk Appetite,risk_sentiment,positive,18.939599,0.85,0.621208,65.681609,LOW,주식·신용·시장 breadth가 함께 좋아지는지 확인합니다.
