date,scenario_code,scenario_name,scenario_name_ko,lens,related_lenses,source_quality,event_or_seed_dependent,phase,layer,structured_score,coverage_ratio,breadth_score,confidence,raw_state,display_state,state_label,top_positive_drivers,top_negative_drivers,market_interpretation_ko
2021-09-28,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,7.665306,0.869565,0.846694,78.957941,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.84) | QQQ 20d return (-0.2500, z=-3.72) | TLT 20d return (-0.1500, z=-2.67)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-29,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,3.553374,0.869565,0.928933,83.248653,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.25) | QQQ 20d return (-0.2500, z=-3.38) | TLT 20d return (-0.1500, z=-2.14)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-09-30,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,5.98888,0.869565,0.880222,80.707255,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.71) | QQQ 20d return (-0.2500, z=-3.29) | TLT 20d return (-0.1500, z=-2.13)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-01,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,3.93614,0.73913,0.921277,70.421859,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-2.91) | QQQ 20d return (-0.2500, z=-2.81) | TLT 20d return (-0.1407, z=-1.88)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-03,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,24.167026,0.130435,0.516659,9.260813,OFF,OFF,OFF,,"USD/KRW 20d return (-0.0775, z=+1.03)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-04,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,7.579306,0.869565,0.848414,79.047681,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-3.34) | QQQ 20d return (-0.2500, z=-3.40) | TLT 20d return (-0.1156, z=-1.54)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-05,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,9.643762,0.869565,0.807125,76.893466,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-2.45) | QQQ 20d return (-0.2500, z=-2.78) | TLT 20d return (-0.1167, z=-1.56)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-06,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,9.827218,0.869565,0.803456,76.702033,OFF,OFF,OFF,,"SPY 20d return (-0.3000, z=-2.10) | QQQ 20d return (-0.2500, z=-2.34) | TLT 20d return (-0.1175, z=-1.57)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-07,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,13.404765,0.869565,0.731905,72.968941,OFF,OFF,OFF,,"QQQ 20d return (-0.2370, z=-1.90) | SPY 20d return (-0.2190, z=-1.46) | TLT 20d return (-0.1500, z=-2.43)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-08,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,14.231404,0.73913,0.715372,61.290407,OFF,OFF,OFF,,"QQQ 20d return (-0.2209, z=-1.77) | SPY 20d return (-0.1746, z=-1.16) | TLT 20d return (-0.1500, z=-2.25)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-10,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,24.160661,0.130435,0.516787,9.26181,OFF,OFF,OFF,,"USD/KRW 20d return (-0.0775, z=+1.03)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-11,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,11.474775,0.869565,0.770504,74.982843,OFF,OFF,OFF,,"QQQ 20d return (-0.2382, z=-1.91) | SPY 20d return (-0.2357, z=-1.57) | TLT 20d return (-0.1500, z=-2.49)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-12,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,12.022411,0.869565,0.759552,74.411398,OFF,OFF,OFF,,"QQQ 20d return (-0.2331, z=-1.86) | SPY 20d return (-0.2114, z=-1.41) | TLT 20d return (-0.1500, z=-2.20)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-13,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,15.735671,0.869565,0.685287,70.536691,OFF,OFF,OFF,,"SPY 20d return (-0.2374, z=-1.58) | QQQ 20d return (-0.2246, z=-1.80) | TLT 20d return (-0.1234, z=-1.65)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-14,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,33.513958,0.869565,0.481824,59.921249,OFF,OFF,OFF,,"QQQ 20d return (-0.1625, z=-1.30) | SPY 20d return (-0.1161, z=-0.77) | TLT 20d return (-0.0984, z=-1.31)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-15,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,38.512021,0.73913,0.246885,40.514048,OFF,OFF,OFF,"UUP 20d return (+0.0073, z=-0.10)","QQQ 20d return (-0.1008, z=-0.81) | TLT 20d return (-0.0994, z=-1.33)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-17,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,94.048557,0.130435,0.880971,12.111948,STRESS,PROVISIONAL,STRESS,"USD/KRW 20d return (+0.1321, z=-1.76)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-18,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,58.039629,0.869565,0.396545,55.471925,WATCH,WATCH,WATCH,"USD/KRW 20d return (+0.1394, z=-1.86) | SPY 20d return (+0.1290, z=+0.86)","TLT 20d return (-0.1179, z=-1.57)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-19,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,61.523082,0.869565,0.52856,62.359647,ACTIVE,ACTIVE,ACTIVE,"SPY 20d return (+0.1859, z=+1.24) | USD/KRW 20d return (+0.1500, z=-2.50)","TLT 20d return (-0.1490, z=-1.99)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-20,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,59.213955,0.869565,0.508253,61.30018,ACTIVE,ACTIVE,ACTIVE,"USD/KRW 20d return (+0.1500, z=-2.32) | SPY 20d return (+0.1440, z=+0.96)","TLT 20d return (-0.1500, z=-2.35)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-21,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,52.452055,0.869565,0.327268,51.857465,ACTIVE,ACTIVE,ACTIVE,"USD/KRW 20d return (+0.1060, z=-1.41) | SPY 20d return (+0.0789, z=+0.53)","TLT 20d return (-0.1166, z=-1.55)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-22,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,49.014953,0.73913,0.25575,40.907192,WATCH,PROVISIONAL,WATCH,"SPY 20d return (+0.0604, z=+0.40)","TLT 20d return (-0.0626, z=-0.84) | QQQ 20d return (-0.0544, z=-0.44)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-24,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,95.858906,0.130435,0.917178,12.395307,STRESS,PROVISIONAL,STRESS,"USD/KRW 20d return (+0.1376, z=-1.83)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-25,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,62.703232,0.869565,0.367238,53.942864,ACTIVE,ACTIVE,ACTIVE,"USD/KRW 20d return (+0.1500, z=-2.50) | SPY 20d return (+0.1153, z=+0.77)","TLT 20d return (-0.0566, z=-0.75)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-26,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,79.284613,0.869565,0.585692,65.340466,STRESS,STRONG,STRESS,"SPY 20d return (+0.2598, z=+1.73) | USD/KRW 20d return (+0.1500, z=-3.30) | QQQ 20d return (+0.1221, z=+0.98)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-27,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,82.559718,0.869565,0.651194,68.757967,STRESS,STRONG,STRESS,"SPY 20d return (+0.2121, z=+1.41) | USD/KRW 20d return (+0.1500, z=-2.71) | QQQ 20d return (+0.1351, z=+1.08)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-28,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,90.691164,0.869565,0.813823,77.242953,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.39) | QQQ 20d return (+0.1873, z=+1.50) | USD/KRW 20d return (+0.1500, z=-2.69)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-10-29,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,81.92631,0.73913,0.638526,57.882466,STRESS,PROVISIONAL,STRESS,"SPY 20d return (+0.2795, z=+1.86) | QQQ 20d return (+0.1792, z=+1.43) | UUP 20d return (+0.0596, z=-0.79)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-01,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,87.350128,0.869565,0.747003,73.756655,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.47) | QQQ 20d return (+0.2500, z=+2.13) | USD/KRW 20d return (+0.1260, z=-1.68)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-02,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,88.178681,0.869565,0.763574,74.621233,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.10) | QQQ 20d return (+0.2251, z=+1.80) | USD/KRW 20d return (+0.1333, z=-1.78)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-03,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,88.87164,0.869565,0.777433,75.34432,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.12) | QQQ 20d return (+0.2349, z=+1.88) | USD/KRW 20d return (+0.1420, z=-1.89)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-04,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,89.530902,0.869565,0.790618,76.032245,STRESS,STRONG,STRESS,"SPY 20d return (+0.2847, z=+1.90) | QQQ 20d return (+0.2420, z=+1.94) | USD/KRW 20d return (+0.1500, z=-2.08)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-05,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,91.768882,0.869565,0.835378,78.367529,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.07) | QQQ 20d return (+0.2500, z=+2.06) | TLT 20d return (+0.1230, z=+1.64)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-08,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,95.435585,0.869565,0.908712,82.193654,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.34) | QQQ 20d return (+0.2500, z=+2.18) | USD/KRW 20d return (+0.1500, z=-2.23)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-09,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,90.723192,0.869565,0.814464,77.276375,STRESS,STRONG,STRESS,"SPY 20d return (+0.3000, z=+2.23) | QQQ 20d return (+0.2500, z=+2.02) | TLT 20d return (+0.1091, z=+1.45)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-10,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,79.355548,0.869565,0.630065,67.655543,STRESS,STRONG,STRESS,"SPY 20d return (+0.2567, z=+1.71) | QQQ 20d return (+0.1702, z=+1.36) | USD/KRW 20d return (+0.1500, z=-2.49)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-11,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,67.033494,0.869565,0.41969,56.679465,STRESS,STRONG,STRESS,"SPY 20d return (+0.1588, z=+1.06) | QQQ 20d return (+0.1176, z=+0.94) | USD/KRW 20d return (+0.0861, z=-1.15)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-12,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,66.687385,0.869565,0.412471,56.302828,STRESS,STRONG,STRESS,"SPY 20d return (+0.1567, z=+1.04) | QQQ 20d return (+0.1299, z=+1.04) | USD/KRW 20d return (+0.0650, z=-0.87)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-15,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,60.901469,0.869565,0.424667,56.939124,ACTIVE,ACTIVE,ACTIVE,"SPY 20d return (+0.1404, z=+0.94) | QQQ 20d return (+0.0957, z=+0.77) | USD/KRW 20d return (+0.0852, z=-1.14)",,성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-16,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,58.583021,0.869565,0.425897,57.003342,ACTIVE,ACTIVE,ACTIVE,"SPY 20d return (+0.1182, z=+0.79) | QQQ 20d return (+0.0935, z=+0.75)","UUP 20d return (-0.1271, z=+1.69)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-17,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,56.20992,0.869565,0.368135,53.98966,ACTIVE,ACTIVE,ACTIVE,"QQQ 20d return (+0.0987, z=+0.79) | SPY 20d return (+0.0818, z=+0.55)","UUP 20d return (-0.1220, z=+1.63)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-18,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,60.285776,0.869565,0.366457,53.902082,ACTIVE,ACTIVE,ACTIVE,"QQQ 20d return (+0.1115, z=+0.89) | SPY 20d return (+0.0857, z=+0.57)","UUP 20d return (-0.0804, z=+1.07)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-19,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,59.598096,0.869565,0.459792,58.771775,ACTIVE,ACTIVE,ACTIVE,"QQQ 20d return (+0.1562, z=+1.25) | SPY 20d return (+0.0809, z=+0.54)","UUP 20d return (-0.1339, z=+1.79)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-22,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,48.883379,0.869565,0.31535,51.235654,WATCH,WATCH,WATCH,"QQQ 20d return (+0.0835, z=+0.67) | SPY 20d return (+0.0347, z=+0.23)","UUP 20d return (-0.1500, z=+2.10)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
2021-11-23,soft_landing_goldilocks,Soft Landing / Goldilocks,우호적 위험선호장,us_global,korea_market,market,N,V1,macro_regime,43.163776,0.869565,0.327019,51.844488,WATCH,WATCH,WATCH,"QQQ 20d return (+0.0582, z=+0.47)","UUP 20d return (-0.1358, z=+1.81) | USD/KRW 20d return (-0.0624, z=+0.83)",성장은 버티고 물가 부담은 완화되어 미국/글로벌 위험자산과 성장자산에 우호적인 장세입니다. 한국장은 글로벌 위험선호의 수혜 여부를 별도 확인합니다.
